Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-TrussellTrust-L1Smet,Grant to Smethwick Foodbank,New Foodbank Manager post,GBP,21461,23846.4,,2019-01-22T00:00:00+00:00,https://smethwick.foodbank.org.uk,2019-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,36,,,,GB-CHC-1157993,Smethwick Foodbank,1157993,,B67 6AD,,,,,,,,,,GB-CHC-1110522,the Trussell Trust,,Asda FHCC,"Fight Hunger, Create Change",https://grants.foodbank.org.uk/,Smethwick,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://grants.foodbank.org.uk/wp-content/uploads/2019/06/360-giving-FHCC-grants-310519.xlsx,the Trussell Trust,West Midlands,Sandwell District,E08000028,Soho and Victoria Ward,E05001278,2019-07-03T12:31:10+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-ClothworkersFdn-201700935,Grant to breakthru,purchase of office furniture and equipment for a charity which works with disadvantaged minority communities in the West Midlands,GBP,,5000,,2018-12-07T00:00:00+00:00,,,,,,,,GB-COH-10536772,breakthru,10536772,,DY4 0HU,,,,,,,,,,GB-CHC-274100,The Clothworkers Foundation,,,Small Grants Programme,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://www.clothworkersfoundation.org.uk/media/1161/2018-clothworkers-360giving-data-v2.xlsx,The Clothworkers Foundation,West Midlands,Sandwell District,E08000028,Wednesbury South Ward,E05001282,2019-07-03T10:18:16+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-ClothworkersFdn-201700830,Grant to Better Understanding of Dementia for Sandwell,purchase of a minibus for a charity which works with older people in the West Midlands,GBP,,15000,,2018-10-16T00:00:00+00:00,,,,,,,,GB-CHC-1133484,Better Understanding of Dementia for Sandwell,1133484,,B68 9LN,,,,,,,,,,GB-CHC-274100,The Clothworkers Foundation,,,Main Grants Programme,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://www.clothworkersfoundation.org.uk/media/1161/2018-clothworkers-360giving-data-v2.xlsx,The Clothworkers Foundation,West Midlands,Sandwell District,E08000028,Bristnall Ward,E05001262,2019-07-03T10:18:16+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031062912,Lean On Me,This funding will be used to provide mentoring for young people who are in need of additional support due to issues such as mental ill health and family issues. The aim of the project is to enable them to improve their future career opportunities and chances in life.  ,GBP,,9900,,2018-07-25T00:00:00+00:00,,2018-08-09T00:00:00+00:00,2019-08-09T00:00:00+00:00,12,,,,GB-COH-6702808,Generation England CIC,,6702808,,,E05001276,St. Pauls,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,St. Pauls Ward,E05001276,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062433,SCDF Setup,Activities and workshops will be funded for the local community who are at risk of being isolated. This will improve levels of wellbeing within the community and create a local area to socialise.  ,GBP,,9650,,2018-07-12T00:00:00+00:00,,2018-07-18T00:00:00+00:00,2019-07-18T00:00:00+00:00,12,,,,360G-blf-org-The Sandwell Communities Development Foundation-Other : Non charitable unincorporated organisation-01122017-E08000028,The Sandwell Communities Development Foundation,,,,,E05001273,Oldbury,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Oldbury Ward,E05001273,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062521,Leading Lights,"This funding will be used to deliver a programme of workshops to Bangladeshi women. The project aims to provide a range of skills that will improve confidence and wellbeing, leading to greater social interaction and future employability.",GBP,,10000,,2018-07-12T00:00:00+00:00,,2018-07-27T00:00:00+00:00,2019-07-27T00:00:00+00:00,12,,,,GB-CHC-1151816,Bangladeshi Women's Association,1151816,8085962,,,E05001279,Tipton Green,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Tipton Green Ward,E05001279,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062460,MUGA,This funding will be used to install a multi-use games area for use by local schools and community groups. The project aims to improve an outdoor facility that will enhance the health and wellbeing of the local community.,GBP,,10000,,2018-07-12T00:00:00+00:00,,2018-07-20T00:00:00+00:00,2019-07-20T00:00:00+00:00,12,,,,360G-blf-org-Burnt Tree Primary School-School : State School-01011999-E08000028,Burnt Tree Primary School,,,,,E05001273,Oldbury,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Oldbury Ward,E05001273,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062064,Building Futures,"This funding will be used to support people from the black, Asian or ethnic minority community who are experiencing mental health problems. The project will deliver a holistic, mental wellbeing programme which provides psychological, physical, cultural, practical, social and vocational training for ex-offenders and their families. This will equip people who have left prison with essential life skills to rebuild their lives and manage the distress of their mental health condition.",GBP,,153808,,2018-07-03T00:00:00+00:00,,2018-10-15T00:00:00+00:00,2021-10-15T00:00:00+00:00,36,,,,GB-CHC-1082017,Sandwell African Caribbean Mental Health Foundation,1082017,4004120,,,E05001283,West Bromwich Central,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,RC6,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031061700,The Aman Group,"This funding will be used to run social sessions for women who have limited contact with the wider community. The aim is to enable them to integrate with their peers, develop positive relationships and encourage them to live more active lives.",GBP,,10000,,2018-06-21T00:00:00+00:00,,2018-07-13T00:00:00+00:00,2019-07-13T00:00:00+00:00,12,,,,GB-COH-10536772,Breakthru CIC,,10536772,,,E05001282,Wednesbury South,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Wednesbury South Ward,E05001282,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031061763,SinglePoint (Plus),"This group will use the funding to support families who are facing challenges in their lives. This will be achieved through a wide range of activities including counselling, volunteering opportunities, addiction support and partnering parents to befriend each other. Family-focussed events will bring people together, encouraging them to build strong relationships in and across communities. The group’s leadership team will also be upskilled using this funding.",GBP,,271719,,2018-06-21T00:00:00+00:00,,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,12,,,,360G-blf-org-Christ Church C of E Primary School-School : Voluntary Aided School-01011999-E08000028,Christ Church C of E Primary School,,,,,E05001273,Oldbury,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,RCBR1,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Oldbury Ward,E05001273,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031061749,Refurbishment Project,"This funding will be used to create a new community room, aiming to attract new visitors and support local voluntary organisations.",GBP,,10000,,2018-06-21T00:00:00+00:00,,2018-07-11T00:00:00+00:00,2019-07-11T00:00:00+00:00,12,,,,GB-CHC-WS109HG,Wednesbury Sons of Rest,WS109HG,,,,E05001281,Wednesbury North,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Wednesbury North Ward,E05001281,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-HenrySmithCharity-20181030,Grant to African French Speaking Community Support (AFSCS),towards a day trip to a wildlife centre in Staffordshire for a group of disadvantaged children from the West Midlands,GBP,1198.5,790,,2018-06-11T00:00:00+00:00,,,,0,,,,GB-CHC-1169279,African French Speaking Community Support (AFSCS),1169279,,B66 3DA,,,,,,,,,,GB-CHC-230102,The Henry Smith Charity ,,,Holiday Grant,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.henrysmithcharity.org.uk/wp-content/uploads/2019/03/360-Giving-Format-Grants-data-Jan-2012-Dec-2018-.xlsx,The Henry Smith Charity,West Midlands,Sandwell District,E08000028,Soho and Victoria Ward,E05001278,2019-07-03T10:18:29+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031061349,Lyng Big Shots,"After school fitness clubs for local children and families will be funded. The project aims to provide access to physical activities which benefit people’s wellbeing, as well as enabling people to build relationships with others from the community.",GBP,,10000,,2018-06-06T00:00:00+00:00,,2018-06-25T00:00:00+00:00,2019-06-25T00:00:00+00:00,12,,,,360G-blf-org-Lyng Primary School-School : Community School-01011962-E08000028,Lyng Primary School,,,,,E05001268,Greets Green and Lyng,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Greets Green and Lyng Ward,E05001268,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031060854,A passport to a healthy and active life,This project will provide fitness facilities to children and their families to encourage healthier lifestyles.,GBP,,10000,,2018-05-24T00:00:00+00:00,,2018-06-13T00:00:00+00:00,2019-06-13T00:00:00+00:00,12,,,,360G-blf-org-St John's Church of England Primary Academy-School : Academy-01122014-E08000028,St John's Church of England Primary Academy,,,,,E05001281,Wednesbury North,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Wednesbury North Ward,E05001281,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031060631,Ferndale Sensory Garden,A sensory garden will be created for school and community use. This will strengthen existing ties between the school and local community groups as well as providing a space for those with identified sensory needs.,GBP,,10000,,2018-05-17T00:00:00+00:00,,2018-06-13T00:00:00+00:00,2019-06-13T00:00:00+00:00,12,,,,360G-blf-org-Ferndale Primary School-School : Community School-01041990-E08000028,Ferndale Primary School,,,,,E05001271,Newton,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Newton Ward,E05001271,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031060665,The Parent Support Hub,"This funding will be used to deliver a training programme to parents of children with challenging behaviour, encouraging constructive and positive parenting techniques.  ",GBP,,10000,,2018-05-17T00:00:00+00:00,,2018-05-30T00:00:00+00:00,2019-05-30T00:00:00+00:00,12,,,,GB-COH-9796623,ACTOV Change CIC,,9796623,,,E05001269,Hateley Heath,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Hateley Heath Ward,E05001269,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031060476,PLAYgroup,This group will run a series of art and craft classes for vulnerable and isolated new mothers and their children. This will enable them to build new relationships and improve wellbeing whilst improving their English skills.,GBP,,10000,,2018-05-10T00:00:00+00:00,,2018-05-31T00:00:00+00:00,2019-05-31T00:00:00+00:00,12,,,,360G-blf-org-MotherShip-Other : Non charitable unincorporated organisation-01011999-E08000028,MotherShip,,,,,E05001278,Soho and Victoria,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Soho and Victoria Ward,E05001278,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031060245,The Old Post Office Wednesbury,This group will replace the floor in the community centre which is currently used by multiple local groups. This will enable continued and potentially increased use of the venue for events which promote positive community relations.,GBP,,9959,,2018-05-03T00:00:00+00:00,,2018-05-17T00:00:00+00:00,2019-05-17T00:00:00+00:00,12,,,,GB-CHC-1083579,Wednesbury 2000,1083579,3708842,,,E05001282,Wednesbury South,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Wednesbury South Ward,E05001282,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031060025,Sandwell Volunteer Awards 2018,This charity will hold an event which will celebrate the success of local volunteers. This will improve levels of self-esteem and highlight the importance and value of volunteers in the community.,GBP,,9776,,2018-04-25T00:00:00+00:00,,2018-05-10T00:00:00+00:00,2019-05-10T00:00:00+00:00,12,,,,GB-CHC-1078380,Volunteer Centre Sandwell,1078380,3827719,,,E05001276,St. Pauls,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,St. Pauls Ward,E05001276,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031060039,Black Country Community Cinema Programme,"A community cinema will be set up to bring together the young, elderly and vulnerable people. The project aims to help break down social, economic and health barriers, developing positive community relationships.",GBP,,9981,,2018-04-25T00:00:00+00:00,,2018-05-11T00:00:00+00:00,2019-05-11T00:00:00+00:00,12,,,,GB-CHC-1080608,Black Country Touring,1080608,3446320,,,E05001283,West Bromwich Central,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031059726,The Peoples Orchestra Community Broadcast Initiative,This charity will create a public forum where members of the community can share new ideas and experiences. This will build relationships and enable people to address issues in the local area.,GBP,,10000,,2018-04-18T00:00:00+00:00,,2018-04-26T00:00:00+00:00,2019-04-26T00:00:00+00:00,12,,,,GB-CHC-1151321,The Peoples Orchestra,1151321,,,,E05001283,West Bromwich Central,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031059405,We are moving to larger premises and have the opportunity to develop,This funding will help refurbish a care centre and make updates to a website used by carers and the people they care for to offer a safe space where they can seek on-going support.,GBP,,10000,,2018-04-04T00:00:00+00:00,,2018-04-12T00:00:00+00:00,2019-04-12T00:00:00+00:00,12,,,,GB-CHC-1040679,The Sandwell Crossroads Care Attendant Scheme Ltd,1040679,2950188,,,E05001262,Bristnall,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Bristnall Ward,E05001262,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-ptc-gr-02198,The Dorothy Parkes Centre,Grant to The Dorothy Parkes Centre,GBP,10000,10000,10000,2018-01-31T00:00:00+00:00,,,,,,,,GB-COH-04088772,The Dorothy Parkes Centre,1093189,4088772,B67 6EH,,,,,,,,,,GB-CHC-1159982,Power to Change Trust,,,Trade Up (TU),https://www.powertochange.org.uk/get-support/programmes/community-business-trade/,,GB,E01010058,LSOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://www.powertochange.org.uk/wp-content/uploads/2017/07/Copy-of-360-Giving-Data-PTC-up-to-15th-May-2019-Final-003-1.xlsx,Power to Change,West Midlands,Sandwell District,E08000028,Smethwick Ward,E05001277,2019-07-03T10:15:40+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-EFF-17-0749,Grant to Creative Academies Network (CAN),Towards the costs of a project to improve access to artistic opportunities for young people aged 14-25 years in Sandwell.,GBP,,199950,,2018-01-24T00:00:00.000Z,http://www.creativeacademies.co.uk,,,36,,,,360G-EFF-001b000003jEOCF,Creative Academies Network (CAN),,,B70 9LG,,,,,,,,,,GB-CHC-200051,Esmée Fairbairn Foundation,,,Main Grant,,England/West Midlands/Sandwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://esmeefairbairn.org.uk/userfiles/Documents/Grants%20list/Esmee_Grants_Since_2008.json,Esmée Fairbairn Foundation,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T10:13:11+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-NatChurchTrust-9086,"Repair award to OLD HILL, Holy Trinity",Repairs to tower roof and stonework; refurbish kitchen; repairs to tower clock,GBP,,10000,,2017-11-01T00:00:00+00:00,,,,,,,,GB-CHC-1130291,"OLD HILL, Holy Trinity",1130291,,B64 6JA,,,,,,,,,,GB-CHC-1119845,National Churches Trust,,,Repair,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nationalchurchestrust.org/sites/default/files/2nd%20stage%20converted%20data%20for%202017%20JT_0.xlsx,National Churches Trust,West Midlands,Sandwell District,E08000028,Cradley Heath and Old Hill Ward,E05001264,2019-07-03T10:14:56+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-MasonicCharitableFdn-SG000120,Core funding,Provides sports and other physical and recreational activities for children with disabilities.,GBP,,3000,,2017-10-18T00:00:00+00:00,,,,,,,,GB-CHC-1125576,Sandwell Parents for Disabled Children,1125576,,B70 8SB,,,,,,,,,,GB-CHC-1164703,Masonic Charitable Foundation,WC2B 5AZ,,Small Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://mcf.org.uk/wp-content/uploads/2019/03/MCF-360-giving-17-18.xlsx,Masonic Charitable Foundation,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T10:14:51+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-SE-2017006531LOTT,Playing Pitch Strategy,Funding under Sport England's Local Delivery Plan funding programme for a Revenue project titled 'Playing Pitch Strategy'. This project lists its main activity as Multi Sports.,GBP,,5000,0,2017-10-11T00:00:00+00:00,,2017-08-14T00:00:00+00:00,2018-03-31T00:00:00+00:00,8,,,,360G-SE-2017006531,Sandwell Council,,,B69 3DE,,,,,,,,,,GB-COH-RC000766,Sport England,,LOCDEL,Local Delivery Plan,http://www.sportengland.org/funding,B69 3DE,GB,,,West Bromwich West,,E14001030,WPC,Sandwell,,E08000028,LAD,,,E01010017,LSOA,,,,,,,,,,,,,,,,,No,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Sandwell District,E08000028,Oldbury Ward,E05001273,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-EFF-17-0468,Grant to Sandwell Council for Voluntary Organisations,"Towards a package of support and grant funding to voluntary sector organisations in Sandwell, enabling improved response to local need and the building of strong communities.",GBP,,1431027,,2017-09-12T00:00:00.000Z,http://www.scvo.info,,,60,,,,GB-CHC-1071514,Sandwell Council for Voluntary Organisations,1071514,,B70 8ER,,,,,,,,,,GB-CHC-200051,Esmée Fairbairn Foundation,,,Main Grant,,England/West Midlands/Sandwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://esmeefairbairn.org.uk/userfiles/Documents/Grants%20list/Esmee_Grants_Since_2008.json,Esmée Fairbairn Foundation,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T10:13:11+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-CR-2693194,Healthy Futures,Healthy Futures,GBP,,8900,,2017-07-19T00:00:00+00:00,,2017-09-05T00:00:00+00:00,2018-11-01T00:00:00+00:00,13,,,,GB-COH-06593751,Centre Spot C.I.C,,6593751,,RGN/GOR,E12000005,West Midlands,LAD,E08000028,Sandwell,,,,GB-CHC-326568,Comic Relief,,,Building stronger communities,,West Midlands,GB,E12000005,RGN/GOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.comicrelief.com/sites/default/files/downloads/360_Giving_UK_0.xlsx,Comic Relief,West Midlands,Sandwell District,E08000028,,,2019-07-03T10:12:38+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-HenrySmithCharity-20170915,Grant to African French Speaking Community Support,towards a day trip to an adventure activity centre for a group of disadvantaged children from Birmingham ,GBP,2009.4,1430,,2017-06-20T00:00:00+00:00,,,,0,,,,GB-CHC-1169279,African French Speaking Community Support,1169279,,B66 3DA,,,,,,,,,,GB-CHC-230102,The Henry Smith Charity ,,,Holiday Grant,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.henrysmithcharity.org.uk/wp-content/uploads/2019/03/360-Giving-Format-Grants-data-Jan-2012-Dec-2018-.xlsx,The Henry Smith Charity,West Midlands,Sandwell District,E08000028,Soho and Victoria Ward,E05001278,2019-07-03T10:18:29+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-ClothworkersFdn-201700041,Grant to St Albans Community Association,Minibus for a charity which works with older people in the West Midlands,GBP,,20000,,2017-04-28T00:00:00+00:00,,,,,,,,GB-CHC-1122405,St Albans Community Association,1122405,,B67 7NL,,,,,,,,,,GB-CHC-274100,The Clothworkers Foundation,,,Main Grants Programme,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://www.clothworkersfoundation.org.uk/media/1136/2017-final-360giving-data.xlsx,The Clothworkers Foundation,West Midlands,Sandwell District,E08000028,St. Pauls Ward,E05001276,2019-07-03T10:18:13+00:00,https://creativecommons.org/licenses/by/4.0/,
