Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-blf-0031035831,"Caring, Giving, Living","This project will provide advice and support to children and young people aged 5 â€“ 18 whose health, education and social lives are affected by caring for a dependent family member. Beneficiaries will receive access to care packages to reduce caring responsibilities, a programme of activities to address health, social and educational needs; group support, workshops and homework clubs.",GBP,,267762,,2016-06-01T00:00:00+00:00,,2016-08-01T00:00:00+00:00,2019-08-01T00:00:00+00:00,36,,,,GB-CHC-1081084,Sandwell Young Carers,1081084,3835055,,,E05001283,West Bromwich Central,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,RC5,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031035545,St James Church Community Hall,The group will use the funding to install new windows and flooring in their building as they are life-expired. This will improve the hall environment for users from the local area.  ,GBP,,4746,,2016-05-25T00:00:00+00:00,,2016-06-09T00:00:00+00:00,2017-06-09T00:00:00+00:00,12,,,,360G-blf-org-St James Church - Parish of Rounds Green-Other : Non charitable unincorporated organisation-01011964-E08000028,St James Church - Parish of Rounds Green,,,,,E05001270,Langley,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Langley Ward,E05001270,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031035301,Rowley Community Outdoor Gym,The group will use the funding to install outdoor fitness equipment onto a community park. This will enable the beneficiaries to access an improved space that will improve their health and fitness.  ,GBP,,9074,,2016-05-18T00:00:00+00:00,,2016-06-21T00:00:00+00:00,2017-06-21T00:00:00+00:00,12,,,,360G-blf-org-Brickhouse Regis Residents Association-Charity : Charitable Unincorporated Association-20062006-E08000028,Brickhouse Regis Residents Association,,,,,E05001275,Rowley,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Rowley Ward,E05001275,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031035333,Social Inclusion Programme,The group will use the funding to purchase equipment to deliver activity programmes to 50 young people in the community. This will help to build capacity for the group to reach pupils that are socially vulnerable in order to broaden their experiences and enable participation in community life .  ,GBP,,3400,,2016-05-18T00:00:00+00:00,,2016-06-16T00:00:00+00:00,2017-06-16T00:00:00+00:00,12,,,,GB-COH-06982127,Wodensborough Ormiston Academy,,6982127,,,E05001265,Friar Park,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Friar Park Ward,E05001265,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031035382,BC/1/1 - Building Reachable Individual Dreams Gaining Employment & Ski,A project to support the most disadvantaged unemployed people aged over 24 with significant barriers to employment and connect them to local specialist services.,GBP,,5500385,,2016-05-12T00:00:00+00:00,,2016-07-01T00:00:00+00:00,2020-07-01T00:00:00+00:00,48,,,,GB-CHC-1100403,Steps to Work (Walsall) Ltd,1100403,3738249,,,E05001283,West Bromwich Central,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,BBO2,Building Better Opportunities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034908,Pre-school feasibility study,The group will use the funding to carry out a feasibility study into opening a pre-school nursery. This will enable them to assess the requirements for this new community facility.  ,GBP,,9694,,2016-05-11T00:00:00+00:00,,2016-06-07T00:00:00+00:00,2017-06-07T00:00:00+00:00,12,,,,GB-CHC-1145333,CBO,1145333,7705011,,,E05001268,Greets Green and Lyng,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Greets Green and Lyng Ward,E05001268,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034567,Newtown Global Dimension Club,"The group will use the funding to create a global dimensions club and global hub area. This will enable beneficiaries to gain global awareness, improve their knowledge and community cohesion.  ",GBP,,9795,,2016-05-04T00:00:00+00:00,,2016-06-06T00:00:00+00:00,2017-06-06T00:00:00+00:00,12,,,,360G-blf-org-Newtown Primary School-School : Community School-01091972-E08000028,Newtown Primary School,,,,,E05001267,Great Bridge,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Great Bridge Ward,E05001267,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034562,Conversation Club for Smethwick Refugee Single Mums,"The group will use the funding to run a drop in centre to support single parent refugees and asylum seekers. This will offer beneficiaries non judgemental peer support which will improve their confidence, mental health and socialisation.  ",GBP,,5000,,2016-05-04T00:00:00+00:00,,2016-06-06T00:00:00+00:00,2017-06-06T00:00:00+00:00,12,,,,GB-CHC-1145514,Universal Church of Jesus Christ,1145514,,,,E05001278,Soho and Victoria,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Soho and Victoria Ward,E05001278,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034575,Holly Lodge Adventure,The group will use the funding to purchase camping equipment and provide trips for young people. This will enable participants from this disadvantaged area to take part in activities which benefit their development and wellbeing.  ,GBP,,10000,,2016-05-04T00:00:00+00:00,,2016-06-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,12,,,,360G-blf-org-Holly Lodge Foundation High School College of Science-School : Foundation or Trust School-01011922-E08000028,Holly Lodge Foundation High School College of Science,,,,,E05001276,St. Pauls,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,St. Pauls Ward,E05001276,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034599,Come Rain Or Shine,The group will use the funding to provide a portable canopy for extracurricular use by children and an event on completion for the whole community. This will improve this community facility enabling beneficiaries all year round access to a safe and accessible outdoor play area.    ,GBP,,9996,,2016-05-04T00:00:00+00:00,,2016-07-19T00:00:00+00:00,2017-07-19T00:00:00+00:00,12,,,,GB-CHC-1060947,FRIENDS OF HIGHFIELDS,1060947,,,,E05001261,Blackheath,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Blackheath Ward,E05001261,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034398,To Obtain Plans For Re Organisation Of Our Building To Enable Better U,"The group will use the funding to carry out a feasibility study and create a business plan, to bring all their building into use. This will enable progress to be made on changing the building to best meet the needs of the local community.",GBP,,9999,,2016-04-27T00:00:00+00:00,,2016-06-03T00:00:00+00:00,2017-06-03T00:00:00+00:00,12,,,,GB-CHC-1083579,Wednesbury 2000,1083579,3708842,,,E05001282,Wednesbury South,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Wednesbury South Ward,E05001282,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034211,IMPACT,"The group will use the funding to provide extracurricular activities and trips for children from disadvantaged backgrounds. This will enable them to take part in activities which improve their confidence, behaviour, health and wellbeing.  ",GBP,,4489,,2016-04-20T00:00:00+00:00,,2016-05-13T00:00:00+00:00,2017-05-13T00:00:00+00:00,12,,,,360G-blf-org-Great Bridge Primary School-School : Community School-01011874-E08000028,Great Bridge Primary School,,,,,E05001267,Great Bridge,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Great Bridge Ward,E05001267,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034175,Community Learning Jewellery Making Arts & Crafts,The group will use the funding to provide assisted craft and community activities to socially isolated older people. This will reduce social isolation in the community and enable beneficiaries to participate in community life.  ,GBP,,10000,,2016-04-20T00:00:00+00:00,,2016-05-25T00:00:00+00:00,2017-05-25T00:00:00+00:00,12,,,,360G-blf-org-Community Learning-Charity : Charitable Unincorporated Association-01112004-E08000028,Community Learning,,,,,E05001276,St. Pauls,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,St. Pauls Ward,E05001276,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031034197,Birthday Celebration,"The group will use the funding to provide a celebratory day trip for isolated older people. This will enable beneficiaries to take part in a social event, leading to improved mental wellbeing.  ",GBP,,1513,,2016-04-20T00:00:00+00:00,,2016-05-26T00:00:00+00:00,2017-05-26T00:00:00+00:00,12,,,,360G-blf-org-Broomfield Senior Citizens Club-Other : Other-13041988-E08000028,Broomfield Senior Citizens Club,,,,,E05001277,Smethwick,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Smethwick Ward,E05001277,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031033783,Farley's celebration day,The group will use the funding to hold a celebration day event. This will enable participants to take part in activities which strengthen community ties and enable them to gain awareness of the services the organisation provides.  ,GBP,,3950,,2016-04-13T00:00:00+00:00,,2016-05-04T00:00:00+00:00,2017-05-04T00:00:00+00:00,12,,,,GB-CHC-1069672,GT Bridge Community Forum,1069672,,,,E05001267,Great Bridge,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Great Bridge Ward,E05001267,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060333,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,63213,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GB934007154,Sandwell Travel Ltd,,,DY4 7LQ,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Sandwell District,E08000028,Great Bridge Ward,E05001267,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060291,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,505792,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GB448221065,Preston Bus Limited,,,B69 3HW,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Sandwell District,E08000028,Oldbury Ward,E05001273,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060099,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,12209,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GB189797124,Discount Travel Solutions Ltd,,,B66 3DR,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Sandwell District,E08000028,Soho and Victoria Ward,E05001278,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-042742,Home Chargers,Placeholder,GBP,,0,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,GB-COH-09189577,L & S ELECTRICAL CONTRACTORS LIMITED,,9189577,B43 5QN,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000003258,Home Chargers 16/17,,UK Wide,,K02000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Sandwell District,E08000028,Newton Ward,E05001271,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003109,Rethink Mental Illness Guided Self Help,RETHINK MENTAL ILLNESS GUIDED SELF HELP; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Mental Health,GBP,,74615.21,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-04396376,Rethink,,4396376,DY4 7UF,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Sandwell District,E08000028,Tipton Green Ward,E05001279,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031033141,Al-Ban'aat,"The group will use the funding to run after school cultural and craft sessions for socially isolated young girls mostly from BAME backgrounds. This will promote support services, raise awareness of cultural life issues and reduce isolation.  ",GBP,,8020,,2016-03-23T00:00:00+00:00,,2016-05-20T00:00:00+00:00,2017-05-20T00:00:00+00:00,12,,,,GB-CHC-1144059,Al-Nisaa,1144059,,,,E05001283,West Bromwich Central,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031032724,Empowering Communities,"The group will use the funding to offer conflict resolution training for people in Dudley, West Midlands. This will enable beneficiaries to deal with conflict and ease tensions within their community.",GBP,,10000,,2016-03-16T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-04-01T00:00:00+00:00,12,,,,GB-COH-8617299,Right Mediation CIC,,8617299,,,E05001279,Tipton Green,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Tipton Green Ward,E05001279,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2014007849LOTT,Primary Spaces,"Funding under Sport England's Primary Spaces funding programme for a Capital project titled 'Primary Spaces'. This project is a Sport participation and capacity building project, with a focus on younger beneficiaries. This funding has contributed towards a MUGA - MUGA (Informal Recreation)",GBP,,29800,29800,2016-03-14T00:00:00+00:00,,2014-06-02T00:00:00+00:00,2015-05-29T00:00:00+00:00,12,,,,360G-SE-2014007849,St Margaret's Church of England Primary School,,,B43 7AP,,,,,,,,,,GB-COH-RC000766,Sport England,,PRIM,Primary Spaces,http://www.sportengland.org/funding,B43 7AP,GB,,,West Bromwich East,,E14001029,WPC,Sandwell,,E08000028,LAD,,,E01009972,LSOA,,,,,,,,,,,,,,,,,Yes,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Sandwell District,E08000028,Great Barr with Yew Tree Ward,E05001266,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031032261,Highfields Primary School Early Years Play Project,"The group will use the funding to resurface the school's play area, install new play equipment, and install a disabled access ramp. This will improve the outdoor play space, and make it more accessible for young people.",GBP,,10000,,2016-03-09T00:00:00+00:00,,2016-04-04T00:00:00+00:00,2017-04-04T00:00:00+00:00,12,,,,360G-blf-org-Highfields Primary School-School : State School-01011896-E08000028,Highfields Primary School,,,,,E05001261,Blackheath,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Blackheath Ward,E05001261,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031032096,Connecting with Carers.,"The group will use the funding to provide a range of educational, recreational and leisure activities for carers living with mental and physical ill health. This will enable beneficiaries to improve their physical and mental wellbeing.  ",GBP,,9580,,2016-03-03T00:00:00+00:00,,2016-03-23T00:00:00+00:00,2017-03-23T00:00:00+00:00,12,,,,GB-CHC-1094820,STAA,1094820,4298302,,,E05001261,Blackheath,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Blackheath Ward,E05001261,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031032093,Rowley Multi Activity Programme,The group will use the funding to deliver a series of fitness and engagement workshops for older people. This will enable the beneficiaries to engage in positive activities with their community leading to reduced social isolation.  ,GBP,,8934,,2016-03-03T00:00:00+00:00,,2016-05-11T00:00:00+00:00,2017-05-11T00:00:00+00:00,12,,,,360G-blf-org-Agewell Rowley Regis Forum-Charity : Charitable Unincorporated Association-01042013-E08000028,Agewell Rowley Regis Forum,,,,,E05001261,Blackheath,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,Blackheath Ward,E05001261,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2014003376LOTT,Primary Spaces,"Funding under Sport England's Primary Spaces funding programme for a Capital project titled 'Primary Spaces'. This project is a Sport participation and capacity building project, with a focus on younger beneficiaries. This funding has contributed towards a MUGA - MUGA (Informal Recreation)",GBP,,29900,29900,2016-03-02T00:00:00+00:00,,2014-06-02T00:00:00+00:00,2016-04-30T00:00:00+00:00,23,,,,360G-SE-2014003376,Cape primary school,,,B66 4SH,,,,,,,,,,GB-COH-RC000766,Sport England,,PRIM,Primary Spaces,http://www.sportengland.org/funding,B66 4SH,GB,,,Warley,,E14001016,WPC,Sandwell,,E08000028,LAD,,,E01010065,LSOA,,,,,,,,,,,,,,,,,Yes,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Sandwell District,E08000028,Soho and Victoria Ward,E05001278,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-ptc-gr72,North Smethwick Community Development Trust,Grant to North Smethwick Community Development Trust,GBP,70269,70269,70269,2016-02-26T00:00:00+00:00,,2016-02-26T00:00:00+00:00,2019-02-26T00:00:00+00:00,36,,,,GB-COH-02736636,North Smethwick Community Development Trust,1035308,2736636,B66 1BA,,,,,,,,,,GB-CHC-1159982,Power to Change Trust,,,Initial Grants Programme (IGP),https://www.powertochange.org.uk/news/initial-grants-programme-closes/,,GB,E01010046,LSOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://www.powertochange.org.uk/wp-content/uploads/2017/07/Copy-of-360-Giving-Data-PTC-up-to-15th-May-2019-Final-003-1.xlsx,Power to Change,West Midlands,Sandwell District,E08000028,St. Pauls Ward,E05001276,2019-07-03T10:15:40+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031031339,"Accessibility, Mobility makes a Difference.",The group will use the funding to improve accessibility in their building. This will improve the organisations facilities and inclusivity.  ,GBP,,9970,,2016-02-11T00:00:00+00:00,,2016-03-03T00:00:00+00:00,2017-03-03T00:00:00+00:00,12,,,,GB-CHC-1081084,Sandwell Young Carers,1081084,3835055,,,E05001283,West Bromwich Central,,E08000028,Sandwell,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Sandwell District,E08000028,West Bromwich Central Ward,E05001283,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
